ProteinName	FullName	PDBs	SsLens	SeqLen	SsCount	SsAvgLen	SsLenSum	DomainCount
CAPSD_BPPF3	Capsid protein G8P	1ifp	42	44	1	42	42	0
CAPSD_BPPH6	Major outer capsid protein	5muu/6hy0	17,10,10,10,3,10,7,5,3,14,12,12	149	12	9,41666666666667	113	0
CAPSD_BPPHS	Capsid protein F	1kvp	4,7,12,12,4,11,15,3,3,3,3,14,3,6,19,7,10,4,4,12,12,4,4,3,4,4,4,3,4,3,3,5,7,14,5	427	35	6,71428571428571	235	0
CAPSD_BPPM2	Major capsid protein P2	2vvf/2w0c	4,6,15,3,8,8,9,5,3,6,3,7,10,12,6,8,10,8,10,6,3,3,9,12	269	24	7,25	174	0
CAPSD_BPPRD	Major capsid protein P3	1cjd/1gw7/1hb5/1hb7/1hb9/1hqn/1hx6/1w8x	17,13,4,16,3,4,8,6,12,4,3,3,17,6,3,4,3,17,4,4,11,4,11,8,3,12,3,5,3,4,9,12	395	32	7,375	236	0
CASP9_HUMAN	Caspase-9	1nw9/3d9t/4rhw/5wvc/5wve	9,7,6,8,12,11,11,5,3,7,3,14,8,13,3,12,3,3,3,6,3,8,3,7,3,3,13,13,4,5,3	416	31	6,83870967741935	212	1
CB23_PEA	Chlorophyll a-b binding protein 3, chloroplastic	4rku/4xk8/4y28/5l8r/6yac/6yez/6zoo/7dkz	3,4,4,3,21,5,4,3,3,22,3,3,3,4,3,31,3,10,5	275	19	7,21052631578947	137	0
CB24_PEA	Chlorophyll a-b binding protein P4, chloroplastic	2o01/4rku/4xk8/4y28/5l8r/6yac/6yez/6zoo/7dkz	5,33,4,3,3,24,5,3,4,3,3,27,9,3,4	252	15	8,86666666666667	133	0
CCDA_ECO57	Antitoxin CcdA	3tcj	7,14,5	72	3	8,66666666666667	26	0
CCR5_HUMAN	C-C chemokine receptor type 5	2l87/2mzx/2rll/2rrs/5yd3/5yd4/5yd5/6fgp/6meo/6met	4,4,35,28,35,4,24,6,6,3,16,18,33,20,3,8,12	352	17	15,2352941176471	259	0
CDAT8_METKA	tRNA(cytosine(8)) deaminase	3g8q	4,4,7,6,7,3,8,6,8,6,6,7,5,14,7,3,9,11,5,5,11,3,11,13,3,9,8	278	27	7	189	2
CDD_VIBCH	Cytidine deaminase	4eg2	10,8,3,11,13,6,5,3,11,8,7,3,3,4,4,10,7,5,11,3,8,11,5	295	23	6,91304347826087	159	2
CDD_YEAST	Cytidine deaminase	1r5t	14,3,6,5,3,11,7,3,8,5,10,4,3	142	13	6,30769230769231	82	1
CDNC_ECOM1	Cyclic AMP-AMP-AMP synthase	6p80	11,24,7,4,8,4,15,3,3,3,6,3,8,3,4,4,14,19,13,15,3,3,23,12	321	24	8,83333333333333	212	0
CDNE_RHOMG	Cyclic UMP-AMP synthase	6e0k/6e0l	7,15,4,4,3,13,6,16,3,3,7,15,3,7,4,14,17,9,3,14,3,9,17	288	23	8,52173913043478	196	0
CHS1_ORYSI	Chalcone synthase 1	4yjy	8,8,3,3,8,13,3,6,3,3,27,3,8,9,7,14,8,3,9,10,10,7,6,17,3,3,5,11,4,10,3,15,9,9	398	34	7,88235294117647	268	0
CINA_CITBR	1,8-cineole 2-endo-monooxygenase	1t2b/3bdz/3be0/4fmx/4fyz/4l6g/4l77/4lht	3,3,11,5,3,4,8,4,3,3,10,5,13,4,4,9,3,13,24,7,32,9,3,12,5,3,3,4,4,3,3,18,3,3,4,3	404	36	6,97222222222222	251	0
CISY_SACS2	Citrate synthase	1o7x	3,11,4,7,10,12,9,15,4,23,10,14,11,12,12,3,8,14,21,8,3,23,4	377	23	10,4782608695652	241	0
CLPQ_BACSU	ATP-dependent protease subunit ClpQ	2z3a/2z3b	6,6,3,5,4,5,17,14,3,4,4,8,15,3,15,5	181	16	7,3125	117	0
CM2_MAIZE	Chorismate mutase 2, cytosolic	6h3p	22,3,3,4,15,3,3,10,4,20,11,9,8,19,3,10,13	253	17	9,41176470588235	160	1
CNRG_BOVIN	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	2ju4/3jab/6mzb/7jsn	4,4,4,4,4,5,6	87	7	4,42857142857143	31	0
COFE_ARCFU	Coenzyme F420:L-glutamate ligase	2phn	5,6,5,7,3,3,10,9,6,3,4,3,3,3,3,16,10,14,4,3,13,4,6,3,9	249	25	6,2	155	0
COL_PIG	Colipase	1lpa/1lpb/1n8s/1pcn/1pco	4,4,3,4,5,4,7,5,6,6	112	10	4,8	48	0
COX1_BOVIN	Cytochrome c oxidase subunit 1	1occ/1oco/1ocr/1ocz/1v54/1v55/2dyr/2dys/2eij/2eik/2eil/2eim/2ein/2occ/2y69/2ybb/2zxw/3abk/3abl/3abm/3ag1/3ag2/3ag3/3ag4/3asn/3aso/3wg7/3x2q/5b1a/5b1b/5b3s/5gpn/5iy5/5w97/5wau/5x19/5x1b/5x1f/5xdq/5xdx/5xth/5xti/5z84/5z85/5z86/5zco/5zcp/5zcq/6j8m/6juw/6jy3/6jy4/6nkn/6nmf/6nmp/7coh	5,30,3,3,17,5,9,9,13,30,3,32,3,34,14,4,3,13,15,24,7,11,17,27,3,3,31,4,3,3	514	30	12,6	378	0
COX2_THET8	Cytochrome c oxidase subunit 2	2qpd/2qpe/3bvd/3eh3/3eh4/3eh5/3qjq/3qjr/3qjs/3qjt/3qju/3qjv/3s33/3s38/3s39/3s3a/3s3b/3s3c/3s3d/3s8f/3s8g/4g70/4g71/4g7q/4g7r/4g7s/4gp4/5ndc/6ptt/6pty	33,5,3,5,9,10,8,3,5,4,6,6,3,7	168	14	7,64285714285714	107	0
COX3_YEAST	Cytochrome c oxidase subunit 3	6giq/6hu9/6t0b/6t15/6ymx	3,4,19,5,26,33,4,3,3,23,26,3,31,26	269	14	14,9285714285714	209	0
COX41_BOVIN	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	1occ/1oco/1ocr/1ocz/1v54/1v55/2dyr/2dys/2eij/2eik/2eil/2eim/2ein/2occ/2y69/2ybb/2zxw/3abk/3abl/3abm/3ag1/3ag2/3ag3/3ag4/3asn/3aso/3wg7/3x2q/5b1a/5b1b/5b3s/5gpn/5iy5/5w97/5wau/5x19/5x1b/5x1f/5xdq/5xdx/5xth/5xti/5z84/5z85/5z86/5zco/5zcp/5zcq/6j8m/6juw/6jy3/6jy4/6nkn/6nmf/6nmp/7coh	3,3,9,3,11,4,26,3,13,3	169	10	7,8	78	0
CPHB_SYNY3	Cyanophycinase	3en0	4,3,9,3,5,15,5,5,9,5,8,11,7,4,8,3,5,4,10,6,5,9,5,9,3,3	271	26	6,26923076923077	163	0
CPRC1_CANPA	NADPH-dependent conjugated polyketone reductase C1	3wg6	3,8,3,13,3,3,11,3,6,4,12,6,4,14,9,9,6,7,6,4,12,11,4,8,4,11,6	304	27	7,03703703703704	190	0
CPRC2_CANPA	NADPH-dependent conjugated polyketone reductase C2	4h8n	3,3,3,13,3,3,10,3,6,3,12,7,4,13,9,10,3,5,7,6,4,13,11,4,8,13,4	307	27	6,77777777777778	183	0
CPXJ_SACEN	6-deoxyerythronolide B hydroxylase	1egy/1eup/1jin/1jio/1jip/1oxa/1z8o/1z8p/1z8q	3,11,7,6,9,3,7,3,3,10,6,13,6,4,10,3,9,3,24,7,32,9,3,11,7,3,3,4,4,3,3,3,3,18,4,3,3,3	404	38	7	266	0
CRCB_BORPE	Putative fluoride ion transporter CrcB	5a40/5nkq/6bqo	25,4,23,7,5,13,29	128	7	15,1428571428571	106	0
CRH_BACSU	HPr-like protein Crh	1k1c/1mo1/1mu4/1zvv/2ak7/2rlz	6,3,11,9,4,6,8,12	85	8	7,375	59	1
CRIP1_RAT	Cysteine-rich protein 1	1iml	3,3,4,4,4,4,5,3	77	8	3,75	30	1
CSK21_YEAST	Casein kinase II subunit alpha	4fi1/4jqe/4lfi/4mwh	3,4,4,3,11,7,6,16,3,4,4,4,6,6,4,3,20,3,4,3,4,3,4,16,4,12,11,3,4,4,10,3,5,3,4	372	35	5,94285714285714	208	1
CSN2_HUMAN	COP9 signalosome complex subunit 2	6r7f/6r7h	9,14,18,17,15,15,16	443	7	14,8571428571429	104	1
CSPB_BACCL	Cold shock protein CspB	1c9o/1hz9/1hza/1hzb/1hzc/1i5f/2hax	9,6,7,3,3,9,9	66	7	6,57142857142857	46	1
CSPB_BACSU	Cold shock protein CspB	1csp/1csq/1nmf/1nmg/2es2/2f52/3pf4/3pf5/6szz/6t00	9,5,3,4,3,4,9,9	67	8	5,75	46	1
CSRA_BACSU	Translational regulator CsrA	1t3o	5,3,3,9	74	4	5	20	0
CUTA_PYRHO	Divalent-cation tolerance protein CutA	1j2v/1uku/1umj/2e66/4nyo/4nyp	9,13,14,14,3,11,4,4,3,10	102	10	8,5	85	0
CWC22_HUMAN	Pre-mRNA-splicing factor CWC22 homolog	5mqf	5,23,9,14,3,14,21,16,12,21,16,15,3,3,4,15,16,11,17,3,13,16,3,16,5,4,18,9,14,3,7	908	31	11,258064516129	349	2
CYB_HUMAN	Cytochrome b	5xte/5xth/5xti	4,9,3,3,21,10,28,3,22,12,4,9,4,29,3,3,25,3,4,12,3,15,4,3,21,19,12	380	27	10,6666666666667	288	0
CYC6_CHLBR	Cytochrome c6	1a2s/1ced/1ctj	11,4,3,3,7,10,3,16	89	8	7,125	57	0
CYC6_CLAGO	Cytochrome c6	1ls9	14,4,3,3,7,10,16	91	7	8,14285714285714	57	0
CYC6_LIMMA	Cytochrome c6	1f1f/1kib	11,4,3,3,7,11,17	89	7	8	56	0
CYC_KATPE	Cytochrome c	1cyc	12,3,3,4,3,9,5,14	104	8	6,625	53	0
CYNS_ECOLI	Cyanate hydratase	1dw9/1dwk/2iu7/2iuo/2iv1/2ivb/2ivg/2ivq	16,5,3,8,10,6,4,24,17,15	156	10	10,8	108	0
CYOC_ECOLI	Cytochrome bo(3) ubiquinol oxidase subunit 3	1fft	7,4,9,11,3,3,4,26,9,4,12,19,8	204	13	9,15384615384615	119	0
CYSD_ALLVD	Cytochrome subunit of sulfide dehydrogenase	1fcd	6,3,4,13,5,12,14,4,3,12,8,3,13	199	13	7,69230769230769	100	0
CYSK1_ARATH	Cysteine synthase 1	1z7w/1z7y/2isq	4,3,3,8,3,14,5,13,7,9,5,3,15,3,8,8,5,3,13,7,3,3,3,6,15,14,3,6,4,3,3,8	322	32	6,5625	210	0
CYSQ_MYCTU	3'-phosphoadenosine 5'-phosphate phosphatase	5djf	23,3,23,5,4,10,4,8,3,9,4,11,5,7,9,5,13,3,3,4,3,10	267	22	7,68181818181818	169	0
D39U1_HUMAN	Epimerase family protein SDR39U1	4b4o	5,12,8,3,7,5,24,8,3,13,12,3,11,3,13,6,12,8,8,5,8	293	21	8,42857142857143	177	0
DAPAT_CHLTR	LL-diaminopimelate aminotransferase	3asa	4,15,14,3,9,3,5,12,7,9,7,3,8,13,5,3,3,3,6,3,4,12,13,19,4,9,9,3,4,3,4,12	394	32	7,21875	231	0
DAPA_BRUSU	4-hydroxy-tetrahydrodipicolinate synthase	6xgs	5,3,13,3,3,3,15,4,13,6,13,5,4,10,6,10,6,6,5,3,12,17,3,9,13	293	25	7,6	190	0
DAPA_CAMJE	4-hydroxy-tetrahydrodipicolinate synthase	3ler/3m5v/4ly8/4m19/4mlj/4mlr/4r53/5f1u/5f1v/6tzu/6u01	5,13,3,3,15,5,13,6,14,5,4,10,6,10,5,3,6,5,3,12,17,3,9,3,11	298	25	7,56	189	0
DAPA_MYCTU	4-hydroxy-tetrahydrodipicolinate synthase	1xxx/3l21/5j5d	5,5,13,7,3,15,6,14,6,12,5,4,8,6,11,6,3,7,5,17,10,22,13	300	23	8,82608695652174	203	0
DAPA_NEIMB	4-hydroxy-tetrahydrodipicolinate synthase	3flu	5,13,6,3,15,4,13,6,14,5,4,7,6,10,4,3,6,5,3,13,15,3,9,13	291	24	7,70833333333333	185	0
DAPB_CORGL	4-hydroxy-tetrahydrodipicolinate reductase	5eer/5ees	5,12,6,3,5,5,13,4,11,4,13,3,9,3,16,3,7,9,12,10,3,5,4	248	23	7,17391304347826	165	0
DAPB_MYCTU	4-hydroxy-tetrahydrodipicolinate reductase	1c3v/1p9l/1yl5/1yl6/1yl7/5tek/5tjy/5tjz/5ugv	6,12,7,3,5,4,10,4,12,4,13,3,9,3,13,3,7,9,9,4,10,3,6,3	245	24	6,75	162	0
DAPB_THEMA	4-hydroxy-tetrahydrodipicolinate reductase	1vm6	5,12,7,4,5,3,11,4,10,5,16,9,9,5,7,11,14,4,5	216	19	7,68421052631579	146	0
DAPB_TRIV2	4-hydroxy-tetrahydrodipicolinate reductase	5kt0	6,12,7,3,4,4,9,3,4,13,6,14,5,14,9,11,6,9,12,11,5,3	278	22	7,72727272727273	170	0
DAPF_ECOLI	Diaminopimelate epimerase	4ijz/4ik0/5ygu/6vck/6vcl/6vcm	7,7,3,8,7,8,3,13,7,7,4,3,3,7,20,3,9,9,8,4,13,7,7,5,8	274	25	7,2	180	0
DCAS_AGRSK	N-carbamoyl-D-amino acid hydrolase	1erz/1uf4/1uf5/1uf7/1uf8	9,17,4,3,5,6,10,12,11,6,3,4,4,5,5,9,7,6,16,7,3,3,3,4,12,4,4,4,3,4	304	30	6,43333333333333	193	1
DCUP_AQUAE	Uroporphyrinogen decarboxylase	2eja	6,7,3,6,15,6,5,5,3,4,13,6,10,9,24,7,3,7,14,7,8,4,7,4,5,12,6,3,12	338	29	7,62068965517241	221	0
DDL_BACAN	D-alanine--D-alanine ligase	3r23	7,17,7,3,4,5,4,9,4,8,10,8,7,7,3,3,14,7,9,10,13,17,10,10,8,19	304	26	8,57692307692308	223	1
DEF2_GEOSE	Peptide deformylase 2	1lqy	3,4,17,7,4,4,9,14,6,10,7,14,4,3	184	14	7,57142857142857	106	0
DEF2_PEA	Defensin-2	6nom	9,7,3,4	47	4	5,75	23	0
DEF_PSEAE	Peptide deformylase	1ix1/1lry/1n5n/1s17	4,16,4,4,7,4,12,6,7,6,6,14,4,17	168	14	7,92857142857143	111	0
DESVI_STRVZ	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose N,N-dimethyltransferase	3bxo	12,15,5,10,8,10,4,6,4,13,9,8,12,12,12,10,8,6	237	18	9,11111111111111	164	0
DESV_STRVZ	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase	2oga/2oge	7,14,3,13,8,11,8,8,5,6,7,4,3,11,5,5,3,6,11,12,18,6,10,3,4,9,4,16	379	28	7,85714285714286	220	0
DGDA_BURCE	2,2-dialkylglycine decarboxylase	1d7r/1d7s/1d7u/1d7v/1dgd/1dge/1dka/1m0n/1m0o/1m0p/1m0q/1z3z/1zc9/1zob/1zod/2dkb	10,4,3,4,4,13,13,6,16,5,5,3,3,4,3,6,15,6,3,3,11,5,4,4,5,4,5,9,16,22,7,9,11,3,4,18	433	36	7,38888888888889	266	0
DH4C_PSEPU	4-cresol dehydrogenase [hydroxylating] flavoprotein subunit	1dii/1diq/1wve/1wvf	15,3,8,3,4,5,14,6,4,5,4,10,3,3,6,4,7,3,4,3,4,3,8,10,3,13,5,7,3,3,11,11,18,4,4,8,7,6,5,17,5,13,20,3,3,7,14,3	521	48	6,91666666666667	332	1
DHBE_BACSU	2,3-dihydroxybenzoate-AMP ligase	1md9/1mdb/1mdf	9,12,6,4,18,4,3,12,4,10,9,11,5,3,3,7,4,5,15,4,5,7,4,4,11,5,13,7,4,4,8,3,3,6,4,5,6,7,9,3,6,3,3,3,8,11,13,10,3,5,13	539	51	6,74509803921569	344	0
DHGY_HYPME	Glycerate dehydrogenase	1gdh	6,8,5,8,6,6,7,6,3,16,9,5,11,5,6,7,5,4,5,3,9,8,3,3,19,3	322	26	6,76923076923077	176	0
DHG_BACME	Glucose 1-dehydrogenase	1g6k/1gco/1gee/1rwb	3,4,12,8,13,6,15,4,3,11,16,5,3,21,3,7,3,5,8,12,3,5,3,6	261	24	7,45833333333333	179	0
DHPH_RHOSO	Phenylalanine dehydrogenase	1bw9/1bxg/1c1d/1c1x	5,9,9,12,21,8,3,17,6,10,3,18,5,12,5,9,6,5,6,3,3,9,4,10,9,15,15	356	27	8,77777777777778	237	0
DHPON_PAENI	2,6-dihydropseudooxynicotine hydrolase	2jbw	5,7,8,21,19,16,3,3,8,8,3,7,9,5,3,14,11,12,6,3,10,11,3,6,3,9,3,6,6,14,3	367	31	7,90322580645161	245	0
DHPR_DICDI	Dihydropteridine reductase	3orf	5,12,8,6,12,6,26,10,4,17,3,8,6,3,13,3,7,6	231	18	8,61111111111111	155	0
DHPR_HUMAN	Dihydropteridine reductase	1hdr	6,12,8,6,16,6,11,14,10,4,18,6,4,3,12,7,7	244	17	8,82352941176471	150	0
DHX8_HUMAN	ATP-dependent RNA helicase DHX8	2eqs/3i4u/5mqf/6hys/6hyt/6hyu	9,5,4,4,3,4,4,10,6,11,3,3,7,3,6,5,10,7,11,3,9,15,5,3,6,10,6,3,16,6,7,4,5,15,5,16,3,6,6,6,4,6,7,7,8,4,3,7,7,3,9,14,3,6,3,12,11,3,9,3,14,6,20,11,3,4,7,4,21,7	1220	70	7,08571428571429	496	3
DJ1B_DROME	Protein dj-1beta	4e08	6,13,11,3,3,3,5,9,12,5,6,6,7,5,4,3,13,11	187	18	6,94444444444444	125	0
DJ1D_ARATH	Protein DJ-1 homolog D	3uk7/4ofw/4ogg	5,13,5,5,4,4,3,3,5,5,12,3,6,3,6,4,6,3,11,4,5,14,5,5,4,4,3,5,5,12,3,3,7,3,6,3,3,3,12,3	388	40	5,45	218	2
DLDH_MYCTU	Dihydrolipoyl dehydrogenase	2a8x/3ii4/4m52/7kmy	9,12,4,6,20,3,25,3,7,6,11,3,5,6,12,5,6,14,3,7,7,12,3,3,4,3,3,4,15,3,5,9,6,7,3,6,7,8,4,8,4,11	464	42	7,19047619047619	302	0
DLYKI_BACSU	Probable D-lyxose ketol-isomerase	2y0o	10,4,3,8,10,6,17,6,5,4,17,3,4	167	13	7,46153846153846	97	0
DNCH_PROMM	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	2hx5	4,5,3,3,17,4,3,8,12,10,11,9	151	12	7,41666666666667	89	0
DPHB_PYRHO	Diphthine synthase	1vce/1wng/2dek/2dsg/2dsh/2dsi/2dv3/2dv4/2dv5/2dv7/2dxv/2dxw/2dxx/2e07/2e08/2e15/2e16/2e17/2e4n/2e4r/2e7r/2e8h/2e8q/2e8r/2e8s/2ed3/2ed5/2eeq/2egb/2egl/2egs/2eh2/2eh4/2eh5/2ehc/2ehl/2ejj/2ejk/2ejz/2ek2/2ek3/2ek4/2ek7/2eka/2el0/2el1/2el2/2el3/2eld/2ele/2emr/2emu/2en5/2eni/2hr8/2huq/2hut/2huv/2hux/2owf/2owg/2owk/2owu/2owv/2p2x/2p5c/2p5f/2p6d/2p6i/2p6k/2p6l/2p9d/2pb4/2pb5/2pb6/2pca/2pcg/2pch/2pci/2pck/2pcm/2z6r	5,4,3,9,6,3,8,3,11,4,7,4,9,4,4,4,3,3,3,11,6,3,15,3,7,3,6,4,5,11,4	265	31	5,64516129032258	175	0
DPO3B_ECOLI	Beta sliding clamp	1jqj/1jql/1mmi/1ok7/1unn/2pol/2xur/3bep/3d1e/3d1f/3d1g/3f1v/3pwe/3q4j/3qsb/5fkw/5m1s/6fvl	5,11,3,3,7,7,10,6,10,7,6,6,3,6,11,3,4,7,7,10,6,9,3,6,8,6,3,6,12,7,7,7,4,6,11,7,3,5,8	366	39	6,56410256410256	256	0
DPO3B_HELPY	Beta sliding clamp	4rki/4s3i/5fxt	4,11,3,3,7,7,10,5,6,9,6,6,6,3,6,9,3,3,7,7,9,13,10,8,7,8,3,7,11,7,10,5,6,9,10,5,3,4	374	38	6,73684210526316	256	0
DPRE1_MYCTU	Decaprenylphosphoryl-beta-D-ribose oxidase	4p8l/4p8t	7,7,13,3,4,4,5,5,5,8,3,3,7,4,4,7,4,3,7,8,9,9,4,7,3,8,3,3,3,4,4,10,8,4,9,3,13,5,10,14,3,7,11,5	461	44	6,13636363636364	270	1
DRAXI_HUMAN	Draxin	6fkq	3,3	349	2	3	6	0
DTHAD_DELSH	D-threo-3-hydroxyaspartate dehydratase	3wqc/3wqd/3wqe/3wqf/3wqg/4pb3/4pb4/4pb5	7,18,5,3,9,6,9,4,3,9,6,14,16,13,6,5,24,4,6,4,3,6,3,11,3,5,4,4,3,3,10,5,4,5,6,6,7	380	37	7	259	0
DUS23_HUMAN	Dual specificity protein phosphatase 23	2img/4erc	4,5,9,6,3,3,5,16,5,4,15,11,14	150	13	7,69230769230769	100	1
DUS28_MOUSE	Dual specificity phosphatase 28	2hcm	6,5,5,6,6,3,4,16,10,14,11,16	163	12	8,5	102	1
DXR_ECOLI	1-deoxy-D-xylulose 5-phosphate reductoisomerase	1jvs/1k5h/1onp/1q0h/1q0l/1q0q/1t1r/1t1s/2egh/3anl/3anm/3ann	7,12,10,11,7,13,5,8,4,3,9,4,7,10,4,8,4,3,8,6,5,3,8,14,3,5,7,5,9,12,19,12,21	398	33	8,06060606060606	266	0
E3GL_ADE06	Early E3 18.5 kDa glycoprotein	4e5x	9,9,9,11,8,8,8,5	159	8	8,375	67	0
ECFA1_THEMA	Energy-coupling factor transporter ATP-binding protein EcfA1	4hlu	6,10,5,9,6,7,4,3,3,6,4,11,3,13,7,15,5,3,6,6,7,3,9,5	259	24	6,5	156	1
EF1A_AERPE	Elongation factor 1-alpha	3vmf/3wxm/4cxg/4cxh/6ji2	7,11,13,3,4,6,6,6,3,9,8,5,11,7,17,3,3,6,3,6,7,5,10,6,7,3,7,11,4,14,5,10,3,7,13	437	35	7,11428571428571	249	1
EFTU1_ECOLI	Elongation factor Tu 1	1d8t/1efc/1mj1/2fx3/2hcj/2hdn/3u6k/4g5g/4q7j/5i4q/5i4r/5jbq	4,8,5,16,5,6,3,4,6,10,3,8,10,6,3,17,3,5,17,3,3,5,7,5,8,10,7,8,3,3,11,5,4,8,13,6,13	394	37	7,05405405405405	261	1
EIF1A_HUMAN	Probable RNA-binding protein EIF1AD	2dgy/6zxf/6zxg/6zxh	12,10,5,5,6,11,7,3	165	8	7,375	59	1
ELBP_ECOLX	Heat-labile enterotoxin B chain	1htl/1lta/1ltb/1lti/1lts/1ltt/5lzi	5,8,6,5,4,3,17,21	124	8	8,625	69	0
ELOB_HUMAN	Elongin-B	1lqb/1vcb/2izv/2jz3/2ma9/3zng/3zrc/3zun/4b95/4bks/4bkt/4w9c/4w9d/4w9e/4w9f/4w9g/4w9h/4w9i/4w9j/4w9k/4w9l/4wqo/5lli/5nvv/5nvw/5nvx/5nvy/5nvz/5nw0/5nw1/5nw2/5t35/6fmi/6fmj/6fmk/6gfx/6gfy/6gfz/6gmn/6gmx/6hr2/6p59/6r7f/6r7h/6sis/7khh	9,8,12,3,5,3,4,3,3,7,3,4,3,3,3	118	15	4,86666666666667	73	1
EMRD_ECOLI	Multidrug resistance protein D	2gfp	26,3,18,5,5,50,22,19,28,16,13,15,5,26,5,22,22	394	17	17,6470588235294	300	0
EMRE_ECOLI	Multidrug transporter EmrE	3b5d/3b61/3b62	16,17,21,16	110	4	17,5	70	0
EMRE_HUMAN	Essential MCU regulator, mitochondrial	6k7x/6k7y/6o58/6o5b/6wdo/6xjv/6xjx	3,4,19,3	107	4	7,25	29	0
END4_BACAN	Probable endonuclease 4	1xp3	4,3,9,5,4,10,4,20,3,4,15,7,10,3,6,6,15,3,6,4,4,8,3,3,3,10,6	298	27	6,59259259259259	178	0
END4_MYCTU	Probable endonuclease 4	5zhz	4,8,8,6,3,4,20,6,3,14,4,7,11,3,5,6,9,3,4,3,11,3,3,11	252	24	6,625	159	0
ENDA_THEAC	tRNA-splicing endonuclease	2ohc/2ohe	4,6,8,3,3,9,5,8,11,5,9,5,3,5,6,8,3,5,5,4,7,11,4,3,8,6,4,13,8,9	289	30	6,26666666666667	188	0
ENDOA_BACSU	Endoribonuclease EndoA	1ne8/4mdx	6,7,6,11,4,4,12,3,7,14	116	10	7,4	74	0
